<TICKER>	<PER>	<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<VOL>
USDCAD	D	01/01/14	00:00:00	1.0628400	1.0644000	1.0610000	1.0643000	0
USDCAD	D	02/01/14	00:00:00	1.0643000	1.0662400	1.0583000	1.0661000	0
USDCAD	D	03/01/14	00:00:00	1.0661200	1.0678100	1.0597000	1.0616200	0
USDCAD	D	04/01/14	00:00:00	1.0616100	1.0641000	1.0609000	1.0630300	0
USDCAD	D	05/01/14	00:00:00	1.0634000	1.0641000	1.0632000	1.0633000	0
USDCAD	D	06/01/14	00:00:00	1.0632200	1.0680400	1.0605000	1.0653800	0
USDCAD	D	07/01/14	00:00:00	1.0653200	1.0766400	1.0644000	1.0764000	0
USDCAD	D	08/01/14	00:00:00	1.0764700	1.0829000	1.0755000	1.0805600	0
USDCAD	D	09/01/14	00:00:00	1.0805500	1.0874400	1.0798000	1.0864000	0
USDCAD	D	10/01/14	00:00:00	1.0864800	1.0945600	1.0828000	1.0892400	0
USDCAD	D	11/01/14	00:00:00	1.0891000	1.0903000	1.0882000	1.0888700	0
USDCAD	D	12/01/14	00:00:00	1.0886600	1.0895000	1.0885000	1.0885300	0
USDCAD	D	13/01/14	00:00:00	1.0884900	1.0929200	1.0852000	1.0857200	0
USDCAD	D	14/01/14	00:00:00	1.0858000	1.0959000	1.0839000	1.0944900	0
USDCAD	D	15/01/14	00:00:00	1.0944900	1.0991100	1.0917000	1.0952900	0
USDCAD	D	16/01/14	00:00:00	1.0952800	1.0963000	1.0900000	1.0919100	0
USDCAD	D	17/01/14	00:00:00	1.0918900	1.0983600	1.0916000	1.0970000	0
USDCAD	D	18/01/14	00:00:00	1.0971900	1.0978200	1.0956000	1.0958600	0
USDCAD	D	19/01/14	00:00:00	1.0959000	1.0965300	1.0956000	1.0958000	0
USDCAD	D	20/01/14	00:00:00	1.0956000	1.0972000	1.0927000	1.0957400	0
USDCAD	D	21/01/14	00:00:00	1.0957400	1.1018500	1.0938000	1.0980500	0
USDCAD	D	22/01/14	00:00:00	1.0980500	1.1091600	1.0949000	1.1081400	0
USDCAD	D	23/01/14	00:00:00	1.1081800	1.1173300	1.1069000	1.1113900	0
USDCAD	D	24/01/14	00:00:00	1.1113100	1.1137700	1.1049000	1.1065300	0
USDCAD	D	25/01/14	00:00:00	1.1065500	1.1086000	1.1059000	1.1083300	0
USDCAD	D	26/01/14	00:00:00	1.1080000	1.1080000	1.1064000	1.1078000	0
USDCAD	D	27/01/14	00:00:00	1.1074000	1.1111000	1.1027000	1.1097000	0
USDCAD	D	28/01/14	00:00:00	1.1096000	1.1177000	1.1073000	1.1149500	0
USDCAD	D	29/01/14	00:00:00	1.1149600	1.1186500	1.1098000	1.1158900	0
USDCAD	D	30/01/14	00:00:00	1.1159300	1.1199400	1.1146000	1.1174700	0
USDCAD	D	31/01/14	00:00:00	1.1175600	1.1224100	1.1085000	1.1127100	0
USDCAD	D	01/02/14	00:00:00	1.1126500	1.1138100	1.1114000	1.1125300	0
USDCAD	D	02/02/14	00:00:00	1.1130000	1.1131000	1.1115000	1.1121000	0
USDCAD	D	03/02/14	00:00:00	1.1120000	1.1133500	1.1037000	1.1095400	0
USDCAD	D	04/02/14	00:00:00	1.1096200	1.1123100	1.1044000	1.1071600	0
USDCAD	D	05/02/14	00:00:00	1.1071100	1.1121300	1.1033000	1.1076600	0
USDCAD	D	06/02/14	00:00:00	1.1077200	1.1122200	1.1046000	1.1066400	345083
USDCAD	D	07/02/14	00:00:00	1.1066000	1.1079000	1.0963000	1.1031300	0
USDCAD	D	08/02/14	00:00:00	1.1032100	1.1043500	1.1024000	1.1029700	0
USDCAD	D	09/02/14	00:00:00	1.1031000	1.1042000	1.1027000	1.1039000	0
USDCAD	D	10/02/14	00:00:00	1.1038500	1.1062100	1.1012000	1.1045100	0
