<TICKER>	<PER>	<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<VOL>
GBPUSD	D	01/01/20	00:00:00	1.3260000	1.3271000	1.3243000	1.3250000	62971
GBPUSD	D	02/01/20	00:00:00	1.3250000	1.3266000	1.3114000	1.3147000	2081229
GBPUSD	D	03/01/20	00:00:00	1.3147000	1.3160000	1.3053000	1.3085000	2171550
GBPUSD	D	05/01/20	00:00:00	1.3075000	1.3094000	1.3061000	1.3077000	62308
GBPUSD	D	06/01/20	00:00:00	1.3077000	1.3179000	1.3062000	1.3172000	1856544
GBPUSD	D	07/01/20	00:00:00	1.3170000	1.3212000	1.3093000	1.3113000	2107000
GBPUSD	D	08/01/20	00:00:00	1.3114000	1.3170000	1.3079000	1.3105000	2452966
GBPUSD	D	09/01/20	00:00:00	1.3105000	1.3124000	1.3012000	1.3069000	2071210
GBPUSD	D	10/01/20	00:00:00	1.3070000	1.3097000	1.3041000	1.3059000	1814579
GBPUSD	D	12/01/20	00:00:00	1.3062000	1.3062000	1.3018000	1.3043000	49886
GBPUSD	D	13/01/20	00:00:00	1.3044000	1.3045000	1.2959000	1.2986000	1830629
GBPUSD	D	14/01/20	00:00:00	1.2986000	1.3033000	1.2952000	1.3021000	2090044
GBPUSD	D	15/01/20	00:00:00	1.3021000	1.3057000	1.2984000	1.3039000	1944271
GBPUSD	D	16/01/20	00:00:00	1.3039000	1.3083000	1.3023000	1.3076000	1918008
GBPUSD	D	17/01/20	00:00:00	1.3077000	1.3119000	1.3004000	1.3008000	1912818
GBPUSD	D	19/01/20	00:00:00	1.2999000	1.3008000	1.2980000	1.3005000	47865
GBPUSD	D	20/01/20	00:00:00	1.3005000	1.3014000	1.2960000	1.3004000	1252169
GBPUSD	D	21/01/20	00:00:00	1.3003000	1.3084000	1.2994000	1.3045000	1767981
GBPUSD	D	22/01/20	00:00:00	1.3046000	1.3153000	1.3033000	1.3144000	1954997
GBPUSD	D	23/01/20	00:00:00	1.3144000	1.3151000	1.3095000	1.3119000	1677160
GBPUSD	D	24/01/20	00:00:00	1.3118000	1.3175000	1.3055000	1.3078000	1856333
GBPUSD	D	26/01/20	00:00:00	1.3074000	1.3092000	1.3059000	1.3061000	78463
