<TICKER>	<PER>	<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<VOL>
EURUSD	D	01/01/15	00:00:00	1.2100300	1.2104000	1.2091800	1.2096500	19776
EURUSD	D	02/01/15	00:00:00	1.2101000	1.2107500	1.2000000	1.2003200	914747
EURUSD	D	03/01/15	00:00:00	1.2003000	1.2006300	1.1992500	1.1996500	22427
EURUSD	D	04/01/15	00:00:00	1.2001000	1.2005100	1.1995300	1.2000000	5052
EURUSD	D	05/01/15	00:00:00	1.1999900	1.2002500	1.1865000	1.1936200	1468035
EURUSD	D	06/01/15	00:00:00	1.1935800	1.1968700	1.1881000	1.1898300	1600873
EURUSD	D	07/01/15	00:00:00	1.1898300	1.1899300	1.1799000	1.1832000	1673827
EURUSD	D	08/01/15	00:00:00	1.1832100	1.1847600	1.1752000	1.1788100	1469153
EURUSD	D	09/01/15	00:00:00	1.1788200	1.1846000	1.1761000	1.1843000	1426418
EURUSD	D	10/01/15	00:00:00	1.1842600	1.1844800	1.1827900	1.1835900	26659
EURUSD	D	11/01/15	00:00:00	1.1840000	1.1855000	1.1837000	1.1850800	9755
EURUSD	D	12/01/15	00:00:00	1.1850700	1.1870900	1.1784000	1.1836500	1100164
EURUSD	D	13/01/15	00:00:00	1.1836500	1.1859700	1.1752000	1.1771000	1281423
EURUSD	D	14/01/15	00:00:00	1.1770800	1.1846000	1.1726000	1.1788600	1446270
EURUSD	D	15/01/15	00:00:00	1.1789300	1.1792900	1.1566900	1.1618300	1891927
EURUSD	D	16/01/15	00:00:00	1.1618400	1.1650000	1.1458000	1.1568700	1614910
EURUSD	D	17/01/15	00:00:00	1.1568800	1.1575000	1.1551400	1.1568900	26206
EURUSD	D	18/01/15	00:00:00	1.1547400	1.1565000	1.1541500	1.1542000	2381
EURUSD	D	19/01/15	00:00:00	1.1541900	1.1640000	1.1541500	1.1608900	1268306
EURUSD	D	20/01/15	00:00:00	1.1608700	1.1614900	1.1538000	1.1550900	1410661
EURUSD	D	21/01/15	00:00:00	1.1550900	1.1679600	1.1539000	1.1588100	1544104
EURUSD	D	22/01/15	00:00:00	1.1588200	1.1651400	1.1350000	1.1360400	1763324
EURUSD	D	23/01/15	00:00:00	1.1360100	1.1373900	1.1113000	1.1207700	2019028
EURUSD	D	24/01/15	00:00:00	1.1207600	1.1258000	1.1195500	1.1203100	36137
EURUSD	D	25/01/15	00:00:00	1.1185000	1.1195000	1.1135900	1.1155800	5768
EURUSD	D	26/01/15	00:00:00	1.1156000	1.1295800	1.1096600	1.1262300	1574976
EURUSD	D	27/01/15	00:00:00	1.1261800	1.1422500	1.1221000	1.1379100	1691391
EURUSD	D	28/01/15	00:00:00	1.1379300	1.1383200	1.1281000	1.1289100	1616032
EURUSD	D	29/01/15	00:00:00	1.1289000	1.1368000	1.1260000	1.1324400	1568762
EURUSD	D	30/01/15	00:00:00	1.1324300	1.1363800	1.1277000	1.1299400	1518414
EURUSD	D	31/01/15	00:00:00	1.1299400	1.1300000	1.1272500	1.1285900	37655
EURUSD	D	02/02/15	00:00:00	1.1318300	1.1362100	1.1290000	1.1335000	1313264
EURUSD	D	03/02/15	00:00:00	1.1334800	1.1533800	1.1311000	1.1482400	1705132
EURUSD	D	04/02/15	00:00:00	1.1481800	1.1488900	1.1378000	1.1390500	1548399
EURUSD	D	05/02/15	00:00:00	1.1389500	1.1498800	1.1302000	1.1486000	1819959
EURUSD	D	06/02/15	00:00:00	1.1485800	1.1486700	1.1310000	1.1319900	1467329
EURUSD	D	07/02/15	00:00:00	1.1319400	1.1323900	1.1309500	1.1309500	27139
EURUSD	D	08/02/15	00:00:00	1.1315000	1.1330200	1.1282400	1.1294900	8894
EURUSD	D	09/02/15	00:00:00	1.1292100	1.1359600	1.1267000	1.1323600	1359063
EURUSD	D	10/02/15	00:00:00	1.1323500	1.1345500	1.1271000	1.1315800	1431443
EURUSD	D	11/02/15	00:00:00	1.1316100	1.1331500	1.1277000	1.1293200	1255230
EURUSD	D	12/02/15	00:00:00	1.1292500	1.1423100	1.1286000	1.1410300	1667149
EURUSD	D	13/02/15	00:00:00	1.1410300	1.1443100	1.1377000	1.1398200	1313577
EURUSD	D	14/02/15	00:00:00	1.1398500	1.1401500	1.1373500	1.1377500	23079
EURUSD	D	15/02/15	00:00:00	1.1381700	1.1423000	1.1379000	1.1404500	2485
EURUSD	D	16/02/15	00:00:00	1.1404900	1.1430000	1.1318000	1.1346100	937295
EURUSD	D	17/02/15	00:00:00	1.1346100	1.1449000	1.1321000	1.1417300	1419584
EURUSD	D	18/02/15	00:00:00	1.1417400	1.1419400	1.1332000	1.1399500	1235068
EURUSD	D	19/02/15	00:00:00	1.1397900	1.1450100	1.1354800	1.1359500	1174364
EURUSD	D	20/02/15	00:00:00	1.1359500	1.1429700	1.1277900	1.1376900	1455857
EURUSD	D	21/02/15	00:00:00	1.1376300	1.1384400	1.1369100	1.1379300	26146
EURUSD	D	22/02/15	00:00:00	1.1399000	1.1412000	1.1382500	1.1400800	7075
EURUSD	D	23/02/15	00:00:00	1.1400700	1.1403000	1.1292000	1.1331600	1084328
EURUSD	D	24/02/15	00:00:00	1.1331600	1.1358100	1.1287000	1.1342400	1356391
EURUSD	D	25/02/15	00:00:00	1.1342600	1.1390000	1.1333000	1.1364300	1277649
EURUSD	D	26/02/15	00:00:00	1.1363500	1.1380000	1.1182000	1.1197900	1315421
