<TICKER>	<PER>	<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<VOL>
NZDUSD	D	01/01/16	00:00:00	0.6839100	0.6840500	0.6823000	0.6836100	8817
NZDUSD	D	02/01/16	00:00:00	0.6835500	0.6836100	0.6835500	0.6836100	4
NZDUSD	D	03/01/16	00:00:00	0.6828500	0.6843100	0.6827000	0.6828000	216
NZDUSD	D	04/01/16	00:00:00	0.6828000	0.6835100	0.6715000	0.6745100	1089593
NZDUSD	D	05/01/16	00:00:00	0.6745500	0.6757600	0.6672900	0.6704800	1121131
NZDUSD	D	06/01/16	00:00:00	0.6704800	0.6708100	0.6622000	0.6639800	1387999
NZDUSD	D	07/01/16	00:00:00	0.6639700	0.6666700	0.6586600	0.6620000	1512981
NZDUSD	D	08/01/16	00:00:00	0.6622000	0.6678300	0.6537000	0.6551200	1521033
NZDUSD	D	09/01/16	00:00:00	0.6551200	0.6556500	0.6536000	0.6540500	22842
NZDUSD	D	10/01/16	00:00:00	0.6546800	0.6561000	0.6546800	0.6555000	372
NZDUSD	D	11/01/16	00:00:00	0.6554700	0.6579800	0.6504000	0.6556600	1409614
NZDUSD	D	12/01/16	00:00:00	0.6556600	0.6568600	0.6511000	0.6535700	1439518
NZDUSD	D	13/01/16	00:00:00	0.6536400	0.6590700	0.6517900	0.6529900	1394403
NZDUSD	D	14/01/16	00:00:00	0.6530200	0.6530700	0.6415000	0.6476200	1612166
NZDUSD	D	15/01/16	00:00:00	0.6476400	0.6491200	0.6377200	0.6454400	1661089
NZDUSD	D	16/01/16	00:00:00	0.6458000	0.6473200	0.6453600	0.6462000	31070
NZDUSD	D	17/01/16	00:00:00	0.6440000	0.6441200	0.6412900	0.6419400	297
NZDUSD	D	18/01/16	00:00:00	0.6419200	0.6479800	0.6404400	0.6442600	1252396
NZDUSD	D	19/01/16	00:00:00	0.6443200	0.6513700	0.6411400	0.6485000	1586524
NZDUSD	D	20/01/16	00:00:00	0.6484000	0.6486200	0.6343000	0.6425200	1707739
NZDUSD	D	21/01/16	00:00:00	0.6425000	0.6538200	0.6407200	0.6524800	1675107
NZDUSD	D	22/01/16	00:00:00	0.6529200	0.6559100	0.6463000	0.6489800	1413716
NZDUSD	D	23/01/16	00:00:00	0.6489600	0.6493300	0.6482000	0.6490000	16998
NZDUSD	D	24/01/16	00:00:00	0.6493000	0.6493000	0.6479600	0.6488400	84
NZDUSD	D	25/01/16	00:00:00	0.6487100	0.6533200	0.6457000	0.6462700	1253134
NZDUSD	D	26/01/16	00:00:00	0.6463000	0.6511800	0.6419000	0.6507600	1346378
NZDUSD	D	27/01/16	00:00:00	0.6507600	0.6531200	0.6415000	0.6439200	1637891
NZDUSD	D	28/01/16	00:00:00	0.6438700	0.6513900	0.6414000	0.6480800	1545114
NZDUSD	D	29/01/16	00:00:00	0.6480800	0.6543300	0.6454900	0.6475400	1564850
NZDUSD	D	30/01/16	00:00:00	0.6474000	0.6489700	0.6469800	0.6479800	24737
NZDUSD	D	31/01/16	00:00:00	0.6478000	0.6489400	0.6478000	0.6486000	51
NZDUSD	D	01/02/16	00:00:00	0.6486000	0.6556500	0.6446600	0.6547900	1220377
NZDUSD	D	02/02/16	00:00:00	0.6547600	0.6558200	0.6459300	0.6482600	1375959
NZDUSD	D	03/02/16	00:00:00	0.6482800	0.6697700	0.6481000	0.6669100	1562085
NZDUSD	D	04/02/16	00:00:00	0.6669700	0.6747400	0.6638200	0.6726200	1466465
NZDUSD	D	05/02/16	00:00:00	0.6726100	0.6752800	0.6612200	0.6633700	1312752
NZDUSD	D	06/02/16	00:00:00	0.6633500	0.6637700	0.6620600	0.6624800	18231
NZDUSD	D	07/02/16	00:00:00	0.6625300	0.6625900	0.6615500	0.6616500	22
NZDUSD	D	08/02/16	00:00:00	0.6615500	0.6659400	0.6589000	0.6626600	1352286
NZDUSD	D	09/02/16	00:00:00	0.6626500	0.6668800	0.6559400	0.6629300	1766000
NZDUSD	D	10/02/16	00:00:00	0.6629500	0.6691800	0.6601400	0.6683600	1788479
NZDUSD	D	11/02/16	00:00:00	0.6683600	0.6734800	0.6581800	0.6712100	2016075
NZDUSD	D	12/02/16	00:00:00	0.6711200	0.6738800	0.6611200	0.6626300	1678675
NZDUSD	D	13/02/16	00:00:00	0.6626300	0.6629000	0.6610900	0.6627100	21042
NZDUSD	D	14/02/16	00:00:00	0.6627000	0.6627000	0.6611500	0.6615000	17
NZDUSD	D	15/02/16	00:00:00	0.6615000	0.6676300	0.6607200	0.6655000	1654877
NZDUSD	D	16/02/16	00:00:00	0.6655800	0.6675700	0.6541300	0.6569700	1919876
NZDUSD	D	17/02/16	00:00:00	0.6569500	0.6649400	0.6549000	0.6635500	1826873
NZDUSD	D	18/02/16	00:00:00	0.6635000	0.6668100	0.6603000	0.6634800	1672017
NZDUSD	D	19/02/16	00:00:00	0.6634800	0.6647000	0.6561900	0.6634800	1514603
NZDUSD	D	20/02/16	00:00:00	0.6634800	0.6636100	0.6624000	0.6630900	15545
NZDUSD	D	21/02/16	00:00:00	0.6643500	0.6643500	0.6636400	0.6638000	68
NZDUSD	D	22/02/16	00:00:00	0.6643800	0.6725800	0.6617000	0.6714000	1442318
NZDUSD	D	23/02/16	00:00:00	0.6714500	0.6714800	0.6643000	0.6660900	1526192
NZDUSD	D	24/02/16	00:00:00	0.6661300	0.6673800	0.6582000	0.6662600	1335330
NZDUSD	D	25/02/16	00:00:00	0.6662500	0.6730100	0.6639000	0.6714100	1607016
NZDUSD	D	26/02/16	00:00:00	0.6715100	0.6774700	0.6614200	0.6629000	1500735
NZDUSD	D	27/02/16	00:00:00	0.6629800	0.6632600	0.6621400	0.6628000	23463
NZDUSD	D	28/02/16	00:00:00	0.6625000	0.6642000	0.6625000	0.6631800	152
NZDUSD	D	29/02/16	00:00:00	0.6632000	0.6639000	0.6561000	0.6588500	1522623
NZDUSD	D	01/03/16	00:00:00	0.6589100	0.6639900	0.6568100	0.6629700	1682756
NZDUSD	D	02/03/16	00:00:00	0.6629700	0.6678300	0.6589000	0.6666700	1743192
NZDUSD	D	03/03/16	00:00:00	0.6667000	0.6756000	0.6651500	0.6733500	1488605
NZDUSD	D	04/03/16	00:00:00	0.6733500	0.6818900	0.6712000	0.6807000	1659219
NZDUSD	D	05/03/16	00:00:00	0.6806500	0.6820000	0.6797200	0.6812000	30552
NZDUSD	D	06/03/16	00:00:00	0.6810000	0.6812200	0.6780900	0.6789500	202
NZDUSD	D	07/03/16	00:00:00	0.6789000	0.6815200	0.6745000	0.6780700	1294261
NZDUSD	D	08/03/16	00:00:00	0.6780600	0.6804000	0.6731000	0.6737100	1521883
NZDUSD	D	09/03/16	00:00:00	0.6736900	0.6809700	0.6641000	0.6649300	1770406
NZDUSD	D	10/03/16	00:00:00	0.6649300	0.6709300	0.6617000	0.6658300	1900350
NZDUSD	D	11/03/16	00:00:00	0.6658800	0.6773500	0.6652900	0.6742600	1735383
NZDUSD	D	12/03/16	00:00:00	0.6742400	0.6750000	0.6737100	0.6745200	23167
