<TICKER>	<PER>	<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<VOL>
GBPJPY	D	01/01/17	00:00:00	144.3800000	144.3800000	144.1900000	144.1900000	110
GBPJPY	D	02/01/17	00:00:00	144.1900000	144.9990000	143.9900000	144.4190000	693787
GBPJPY	D	03/01/17	00:00:00	144.4190000	145.3990000	143.5080000	144.0210000	2042391
GBPJPY	D	04/01/17	00:00:00	144.0230000	144.9550000	143.6700000	144.6460000	2346015
GBPJPY	D	05/01/17	00:00:00	144.6500000	144.6580000	142.4800000	143.4870000	2890727
GBPJPY	D	06/01/17	00:00:00	143.4830000	144.0520000	142.9580000	143.7200000	2452224
GBPJPY	D	07/01/17	00:00:00	143.7210000	143.7940000	143.4100000	143.7000000	47017
GBPJPY	D	08/01/17	00:00:00	143.5100000	143.6230000	143.1300000	143.3400000	947
GBPJPY	D	09/01/17	00:00:00	143.4100000	143.8550000	141.0300000	141.1150000	2132964
GBPJPY	D	10/01/17	00:00:00	141.1210000	141.4490000	140.1600000	140.6990000	2621721
GBPJPY	D	11/01/17	00:00:00	140.7080000	141.4760000	139.9310000	140.8280000	2824094
GBPJPY	D	12/01/17	00:00:00	140.8260000	141.0100000	138.9000000	139.4680000	2935471
GBPJPY	D	13/01/17	00:00:00	139.4640000	140.5790000	139.1140000	139.6360000	2529451
GBPJPY	D	14/01/17	00:00:00	139.6330000	139.7260000	139.3770000	139.5800000	50010
GBPJPY	D	15/01/17	00:00:00	138.9700000	139.0700000	136.7600000	136.8020000	538
GBPJPY	D	16/01/17	00:00:00	136.8600000	138.1540000	136.4370000	137.4650000	2110298
GBPJPY	D	17/01/17	00:00:00	137.4630000	140.1430000	137.0400000	139.6430000	3138487
GBPJPY	D	18/01/17	00:00:00	139.6460000	140.2520000	139.1100000	140.2260000	2767534
GBPJPY	D	19/01/17	00:00:00	140.2210000	142.1750000	140.1950000	141.5550000	2866571
GBPJPY	D	20/01/17	00:00:00	141.5420000	142.0720000	141.1540000	141.4930000	2787499
GBPJPY	D	21/01/17	00:00:00	141.5100000	141.8600000	141.4820000	141.7900000	50177
GBPJPY	D	22/01/17	00:00:00	141.5980000	141.5980000	141.5830000	141.5980000	4
GBPJPY	D	23/01/17	00:00:00	141.5980000	142.0870000	140.7400000	141.4740000	2236905
GBPJPY	D	24/01/17	00:00:00	141.4780000	142.4340000	140.7610000	142.2510000	2636064
GBPJPY	D	25/01/17	00:00:00	142.2610000	143.7130000	141.8000000	143.0490000	2583958
GBPJPY	D	26/01/17	00:00:00	143.0520000	144.5310000	142.8670000	144.0790000	2648119
GBPJPY	D	27/01/17	00:00:00	144.0770000	144.7870000	143.9840000	144.5380000	2464579
GBPJPY	D	28/01/17	00:00:00	144.5360000	144.5380000	144.2240000	144.4300000	44473
GBPJPY	D	29/01/17	00:00:00	144.5600000	144.5600000	144.0700000	144.3000000	201
GBPJPY	D	30/01/17	00:00:00	144.3500000	144.6330000	141.6500000	141.9520000	2336235
GBPJPY	D	31/01/17	00:00:00	141.9510000	142.4640000	140.4260000	142.0490000	2747941
GBPJPY	D	01/02/17	00:00:00	142.0500000	144.1300000	141.6270000	143.2730000	2576434
GBPJPY	D	02/02/17	00:00:00	143.2720000	143.5410000	140.7330000	141.3440000	2357711
GBPJPY	D	03/02/17	00:00:00	141.3430000	141.9800000	140.3800000	140.6750000	2408025
GBPJPY	D	04/02/17	00:00:00	140.6730000	140.6890000	140.4250000	140.5700000	53344
GBPJPY	D	05/02/17	00:00:00	140.4720000	140.6600000	140.3200000	140.4900000	502
GBPJPY	D	06/02/17	00:00:00	140.5100000	140.7670000	139.2000000	139.2740000	2120265
GBPJPY	D	07/02/17	00:00:00	139.2710000	140.5950000	138.5200000	140.5810000	2213070
GBPJPY	D	08/02/17	00:00:00	140.5690000	140.6870000	139.7800000	140.3760000	2139660
GBPJPY	D	09/02/17	00:00:00	140.3800000	141.8120000	140.0220000	141.5700000	2042067
GBPJPY	D	10/02/17	00:00:00	141.5640000	142.3750000	141.0000000	141.5210000	2050670
GBPJPY	D	11/02/17	00:00:00	141.5300000	141.5590000	141.2340000	141.4000000	47491
GBPJPY	D	12/02/17	00:00:00	141.6300000	141.8500000	141.2930000	141.7000000	469
GBPJPY	D	13/02/17	00:00:00	141.7700000	142.6280000	141.4870000	142.3500000	1790098
GBPJPY	D	14/02/17	00:00:00	142.3730000	142.7210000	140.9820000	142.4310000	2106163
GBPJPY	D	15/02/17	00:00:00	142.4220000	142.8150000	141.8200000	142.0820000	1901306
GBPJPY	D	16/02/17	00:00:00	142.0830000	142.4640000	141.2280000	141.3980000	1911443
GBPJPY	D	17/02/17	00:00:00	141.3960000	141.9480000	139.6380000	140.1700000	1888614
GBPJPY	D	18/02/17	00:00:00	140.1580000	140.2240000	139.7800000	140.0800000	48928
GBPJPY	D	19/02/17	00:00:00	140.3200000	140.3800000	139.9030000	140.0500000	557
GBPJPY	D	20/02/17	00:00:00	140.1300000	141.2620000	139.9380000	141.0010000	1444045
GBPJPY	D	21/02/17	00:00:00	140.9950000	141.7570000	140.8300000	141.6780000	1723474
GBPJPY	D	22/02/17	00:00:00	141.6890000	142.0410000	140.4500000	140.8910000	2070989
GBPJPY	D	23/02/17	00:00:00	140.8920000	141.5550000	140.6700000	141.4690000	1839267
GBPJPY	D	24/02/17	00:00:00	141.4780000	141.7740000	139.3900000	139.6000000	1966025
GBPJPY	D	25/02/17	00:00:00	139.6330000	139.7860000	139.5300000	139.7600000	41358
